komentar,like,waktu,komentar_clean,sentimen
pembungkaman.,4,2026-03-13 19:44:59 UTC,pembungkaman,netral
pembungkaman APALAGI,3,2026-03-13 19:38:45 UTC,pembungkaman,netral
duit😅😂,0,2026-03-13 20:13:30 UTC,duit,netral
tujuannya biar si wowo gak ada yg ngehalangi lagi,0,2026-03-13 20:07:07 UTC,tujuannya biar si wowo gak yg ngehalangi,netral
"ya jangan ganggu kepentingan pihak tersebut.
itu mereka lagi perang politik.",13,2026-03-13 18:27:37 UTC,ya ganggu kepentingan perang politik,netral
lhi kesannya kan itu org ga di kenal kan?,3,2026-03-13 18:39:46 UTC,lhi kesannya org ga kenal,netral
Tuhan jauhkan aku dan keluargaku dari musibah seperti ini 🤲🙏,18242,2026-03-13 19:43:47 UTC,tuhan jauhkan keluargaku musibah,netral
Aamiin ya Rabbalalamiin 🤲,77,2026-03-13 21:17:21 UTC,aamiin ya rabbalalamiin,positif
aamiin 🤲,50,2026-03-13 20:33:24 UTC,aamiin,positif
Aamiin,21,2026-03-13 19:54:54 UTC,aamiin,positif
aamin ya allah,2,2026-03-14 21:22:41 UTC,aamin ya allah,positif
Aamiin yaAllah🤲,1,2026-03-15 20:37:38 UTC,aamiin yaallah,positif
Aamiin Ya Robbal Alamin,0,2026-04-03 14:33:09 UTC,aamiin ya robbal alamin,positif
Aamiin,0,2026-03-16 14:55:25 UTC,aamiin,positif
Aamiin,0,2026-03-15 22:05:42 UTC,aamiin,positif
Aamiin Ya Rabbal Alamin,0,2026-03-15 21:50:44 UTC,aamiin ya rabbal alamin,positif
aamiin,0,2026-03-15 21:39:49 UTC,aamiin,positif
Aamiin,0,2026-03-15 21:15:29 UTC,aamiin,positif
Aamiin ya ALLAH,0,2026-03-15 21:06:31 UTC,aamiin ya allah,positif
Aamiin yaa Allah,0,2026-03-15 20:21:52 UTC,aamiin yaa allah,positif
Aamiin ya rabb,0,2026-03-15 20:14:31 UTC,aamiin ya rabb,positif
Aamiinn,0,2026-03-15 19:21:05 UTC,aamiinn,positif
amin ya Allah 🤲,0,2026-03-15 19:19:30 UTC,amin ya allah,positif
aminn,0,2026-03-15 15:53:22 UTC,aminn,positif
ehh itu yg doa doa tu di tempt ibadah bukan di sosmed biar apa gitu?😹,0,2026-03-15 15:12:42 UTC,ehh yg doa doa tu tempt ibadah sosmed biar gitu,positif
aamiinn yaalaah,0,2026-03-15 13:48:45 UTC,aamiinn yaalaah,positif
amin ya allah,0,2026-03-15 13:45:26 UTC,amin ya allah,positif
dia sedang menyelidiki kasus apa??,70,2026-03-13 18:31:31 UTC,menyelidiki,netral
Kekerasan TNI ke warga sipil sih 6 bulan kebelakang 😭 sempet demo masuk ke rapat tertutup juga menolak RUU TNI cmiiw,297,2026-03-13 18:44:58 UTC,kekerasan tni warga sipil sih kebelakang sempet demo masuk rapat tertutup menolak ruu tni cmiiw,netral
bisa liat di podcast bocor alus politik,13,2026-03-13 19:23:22 UTC,liat podcast bocor alus politik,netral
knologo nya apa ini serius ada yg bisa jelasin,55,2026-03-13 18:19:05 UTC,knologo nya serius yg jelasin,netral
korban adalah aktivis waktu pengesahan ruu tni. dia membela rakyat,215,2026-03-13 18:21:18 UTC,korban aktivis pengesahan ruu tni membela rakyat,netral
"lu mksdnya nanya motif pelaku kali, kalo kronologi mh ya dibanjur aja udah.",12,2026-03-13 18:25:30 UTC,lu mksdnya nanya motif pelaku kali kalo kronologi mh ya dibanjur aja udah,negatif
fungsi caption?,7,2026-03-13 18:23:15 UTC,fungsi caption,netral
kak bisa baca gak? divideo udah di kasih tau,2,2026-03-13 18:21:31 UTC,kak baca gak divideo udah kasih tau,netral
yaallah semoha masnya baik2 aja🥺,3256,2026-03-13 17:53:30 UTC,yaallah semoha masnya aja,netral
dari captionnya katanya masnya sudah meninggal dunia,16,2026-03-13 18:00:28 UTC,captionnya masnya meninggal dunia,netral
BKN meninggal dunia tp itu akibat dari penyiraman air keras berdampak fatal dan bisa meninggal dunia...tp korban y cm kena 24 % tp blm tahu skrg bgmna keadaan y,164,2026-03-13 18:03:29 UTC,bkn meninggal dunia tp akibat penyiraman air keras berdampak fatal meninggal duniatp korban y cm kena tp blm skrg bgmna y,netral
"coba dibaca lagi mba yang benar, masnya masih hidup kok",51,2026-03-13 18:11:03 UTC,coba dibaca mba masnya hidup,netral
"ga liat apa sampe merah gitu melepuh kulit nya, ga mungkin gapapa 😭",24,2026-03-13 18:39:20 UTC,ga liat sampe merah gitu melepuh kulit nya ga gapapa,netral
penyiraman air keras BISA DI SEBABKAN luka fatal dan meninggal. bukan org nya meninggal gmn aih😭,8,2026-03-13 18:02:04 UTC,penyiraman air keras sebabkan luka fatal meninggal org nya meninggal gmn aih,netral
"baca lagi kak, itu tuh akibatnya yg bisa meninggal bukan mas nyaa",4,2026-03-13 18:02:26 UTC,baca kak tuh akibatnya yg meninggal mas nyaa,netral
literasi pls,2,2026-03-13 18:54:06 UTC,literasi pls,netral
astaga mbak baca yg bener mbak 😳,1,2026-03-13 18:50:04 UTC,astaga mbak baca yg bener mbak,netral
iya sipaling cermat,0,2026-03-13 18:54:54 UTC,iya sipaling cermat,netral
[Sticker] ,0,2026-03-18 21:58:20 UTC,sticker,netral
Aamiin 🤲,0,2026-03-14 22:39:03 UTC,aamiin,positif
bukannya blm ada keterangan meninggal ya di caption ? cuman pengertian kalo air keras bisa menyebabkan luka serius hingga MD,0,2026-03-13 19:51:12 UTC,blm keterangan meninggal ya caption cuman pengertian kalo air keras menyebabkan luka serius md,netral
baca sampai selesai baru komentar,0,2026-03-13 17:59:52 UTC,baca selesai komentar,netral
"""dapat mengakibatkan"" PAHAMIN YANG BENER.",9,2026-03-13 18:01:38 UTC,mengakibatkan pahamin bener,positif
iya yg paling pinter,0,2026-03-13 18:53:25 UTC,iya yg pinter,netral
si paling paling,0,2026-03-13 21:17:28 UTC,si,netral
kasihan banget mas nya🥹🥹🥺,0,2026-03-13 18:06:59 UTC,kasihan banget mas nya,netral
Motifnya apa,20,2026-03-13 18:55:45 UTC,motifnya,netral
biasanya polkadot,5,2026-03-13 19:48:34 UTC,polkadot,netral
om punya mata kan? hehe,3,2026-03-13 19:01:11 UTC,om mata hehe,netral
Gak baca?,1,2026-03-13 18:57:53 UTC,gak baca,netral
kembang kembang,0,2026-03-13 21:21:16 UTC,kembang kembang,netral
-literasi,1,2026-03-13 19:13:56 UTC,literasi,netral
motifnya Batik hitam kak,2,2026-03-13 19:46:57 UTC,motifnya batik hitam kak,netral
"motif nya bunga"" om ada corak nya juga",2,2026-03-13 19:06:00 UTC,motif nya bunga om corak nya,netral
loreng,1,2026-03-13 18:58:48 UTC,loreng,netral
cargo,1,2026-03-13 18:57:01 UTC,cargo,netral
"motif batik lengan panjang, cocok untuk acara formal maupun non formal",1,2026-03-13 19:25:40 UTC,motif batik lengan cocok acara formal non formal,netral
alasan gua gamau dipanggil podcast dimanapun,374,2026-03-13 17:57:51 UTC,alasan gua gamau dipanggil podcast dimanapun,netral
lu siapa wibu😂,127,2026-03-13 18:06:01 UTC,lu wibu,netral
"""alasaan gua"" lah lau siape",69,2026-03-13 18:02:24 UTC,alasaan gua lau siape,netral
udh ada yg pernah manggil podcast?,42,2026-03-13 18:02:57 UTC,udh yg manggil podcast,netral
"G.T , I.B , karna dl pernah Contac an",5,2026-03-13 18:07:11 UTC,gt ib karna dl contac an,netral
percaya,2,2026-03-13 19:52:33 UTC,percaya,netral
makasi,0,2026-03-13 21:45:55 UTC,makasi,netral
lu siape wibu?,1,2026-03-13 22:15:41 UTC,lu siape wibu,netral
lu sapeeeeeee,3,2026-03-13 21:06:13 UTC,lu sapeeeeeee,netral
Belum Dan tidak akan dipanggil di mana mana,5,2026-03-13 19:27:05 UTC,dipanggil,netral
coba cek profil gua terus like video gua,1,2026-03-13 21:46:19 UTC,coba cek profil gua like video gua,netral
apasi wibu,0,2026-03-14 05:30:34 UTC,apasi wibu,netral
lu siapa,8,2026-03-13 18:49:04 UTC,lu,netral
IM sorry,0,2026-03-13 21:46:27 UTC,im sorry,netral
lau sape mpruy,7,2026-03-13 19:20:44 UTC,lau sape mpruy,netral
lu siapa?,5,2026-03-13 18:00:29 UTC,lu,netral
"bukan siapa² bro, hanya org yg pernah simpan data² penting Orang yg mnjabat saat ini",4,2026-03-13 18:07:41 UTC,bro org yg simpan data orang yg mnjabat,netral
gua adalah,0,2026-03-13 21:47:18 UTC,gua,netral
lu siapa ajig,4,2026-03-13 19:49:34 UTC,lu ajig,netral
Siapa yang ngundang lu ke podcast?😆,4,2026-03-13 18:17:50 UTC,ngundang lu podcast,netral
kan nama lu bukan podcast 🗿,3,2026-03-13 19:48:08 UTC,nama lu podcast,netral
semoga cpt bisa d sembuhkan pulih sprti semula.,735,2026-03-13 17:44:24 UTC,semoga cpt d sembuhkan pulih sprti,positif
caper caper,15,2026-03-13 17:54:48 UTC,caper caper,netral
tau dri mna??😹,3,2026-03-13 17:50:26 UTC,tau dri mna,netral
lah itu di caption,0,2026-03-13 17:56:33 UTC,caption,netral
"""DAPAT mengakibatkan luka fatal yang serius hingga meninggal dunia"" itu maksudnya bisa aja menyebabkan meninggal, pahami lagi ya",2,2026-03-13 18:04:05 UTC,mengakibatkan luka fatal serius meninggal dunia maksudnya aja menyebabkan meninggal pahami ya,netral
Aaminn,0,2026-03-13 19:40:14 UTC,aaminn,positif
aamiin ya allah,0,2026-03-13 19:11:41 UTC,aamiin ya allah,positif
"slh bca bg , tdi bca bagian meninggal nya doang 🙏🏻",0,2026-03-13 18:34:30 UTC,slh bca bg tdi bca meninggal nya doang,positif
ytm,0,2026-03-13 18:20:33 UTC,ytm,netral
baca kocak,0,2026-03-13 18:03:43 UTC,baca kocak,netral
salah reply anjrt😭😭😭,0,2026-03-13 18:16:11 UTC,salah reply anjrt,netral
@andin:penyiraman air keras BISA DI SEBABKAN luka fatal dan meninggal. bukan org nya meninggal gmn aih😭,0,2026-03-13 18:02:21 UTC,penyiraman air keras sebabkan luka fatal meninggal org nya meninggal gmn aih,netral
dia komen apa,0,2026-03-13 17:51:16 UTC,komen,netral
@੭୧ . 𝓐likaa ࣪ .:sudah meninggal kak,0,2026-03-13 17:51:50 UTC,likaa meninggal kak,netral
"Luka nya hanya 24℅, massa iya meninggal.. dapat info dari mana mba",0,2026-03-13 17:51:38 UTC,luka nya massa iya meninggal info mba,netral
baca yang bener,0,2026-03-13 17:50:09 UTC,baca bener,netral
lah baca itu caption kocak,0,2026-03-13 18:16:24 UTC,baca caption kocak,netral
ngotot,0,2026-03-13 18:44:59 UTC,ngotot,netral
serius? ko bsa smpe meninggal?,0,2026-03-13 17:50:15 UTC,serius ko bsa smpe meninggal,netral
"slh bc ka sorry , td cmn bc meninggal nya doang",0,2026-03-13 18:33:01 UTC,slh bc ka sorry td cmn bc meninggal nya doang,positif
"ya allah, semoga lekas sembuh bapak🙏🏻",13527,2026-03-13 17:31:19 UTC,ya allah semoga lekas sembuh,positif
di caption nya udh MD kak🥺,34,2026-03-13 17:42:02 UTC,caption nya udh md kak,netral
yaelaaah tlolll.... itu bkn meninggal tapi jika terkena air keras korban beresiko fatal dan bisa meninggal dunia. belum di kompirmasi meninggal,376,2026-03-13 17:45:21 UTC,yaelaaah tlolll bkn meninggal terkena air keras korban beresiko fatal meninggal dunia kompirmasi meninggal,netral
udah meninggal kak ada di caption 😭,11,2026-03-13 17:43:41 UTC,udah meninggal kak caption,netral
jadi air keras itu bahaya bisa mengakibat kan luka fatal dan bisa juga mengakibat kan orang itu meninggal dunia klo di siram atau di minum kak,55,2026-03-13 17:51:02 UTC,air keras bahaya mengakibat luka fatal mengakibat orang meninggal dunia klo siram minum kak,netral
"hingga itu hingga meninggal, bukan meninggal beneran, bentar lagi umur 15 tahun tidak bsa lagi main tikok",40,2026-03-13 17:46:31 UTC,meninggal meninggal beneran bentar umur bsa main tikok,netral
"ga kak, bapak nya masi hidup bapaknya aja masi kuat jelasin ke warga..pasti cuma luka bakarr dan doain cepet sembuh yaa",15,2026-03-13 17:46:15 UTC,ga kak nya masi hidup bapaknya aja masi kuat jelasin wargapasti luka bakarr doain cepet sembuh yaa,positif
-literasi,10,2026-03-13 18:19:38 UTC,literasi,netral
engga smpe meninggal woii😭,33,2026-03-13 17:43:43 UTC,engga smpe meninggal woii,netral
woihk iya kak😭😭keliru bacaa capt nyaa maaf ya Allah 🙏🏻,2,2026-03-13 17:44:31 UTC,woihk iya kakkeliru bacaa capt nyaa maaf ya allah,positif
kak saranku tingkatkan literasi ya. lagi pun kamu udah tau ternyata keliru baca capt kenapa enggak dihapus aja komennya?,5,2026-03-13 18:58:37 UTC,kak saranku tingkatkan literasi ya udah tau keliru baca capt dihapus aja komennya,netral
Ga bisa baca?,3,2026-03-13 18:51:45 UTC,ga baca,netral
air keras bisa menyebabkan luka HINGGA meninggal dunia tolong ini adalah kalimat sebab akibat,2,2026-03-13 18:58:01 UTC,air keras menyebabkan luka meninggal dunia tolong kalimat akibat,netral
"“mengingat, upaya penyiraman air keras terhadap korban dapat mengakibatkan luka fatal yang serius hingga meninggal dunia” bukan berarti korbannya udah MD ya kak 🙏🏻",1,2026-03-13 17:46:12 UTC,upaya penyiraman air keras korban mengakibatkan luka fatal serius meninggal dunia korbannya udah md ya kak,netral
aamiin,1,2026-03-13 17:38:36 UTC,aamiin,positif
Aamiin🤲,0,2026-03-15 20:59:04 UTC,aamiin,positif
aamiinn,0,2026-03-15 19:59:43 UTC,aamiinn,positif
aamiin 🤲,0,2026-03-13 21:54:25 UTC,aamiin,positif
"luka 24 % mba ,smoga si Abang kelas pulih ,dan smoga pelaku dapat mendapatkan hukuman",0,2026-03-13 18:50:40 UTC,luka mba smoga si abang kelas pulih smoga pelaku hukuman,positif
"klo baca jgn asal lewat doang kak tp d pahami, di caption itu reaksi air keras bukan orangx yg meninggal 🤣🤣🤣",0,2026-03-13 18:27:06 UTC,klo baca jgn doang kak tp d pahami caption reaksi air keras orangx yg meninggal,positif
"coba baca baik"" kak",0,2026-03-13 18:11:31 UTC,coba baca kak,netral
"Ya Allah,bisa ngak sih manusia di dunia ini berhati baik semua😭",617,2026-03-13 19:01:20 UTC,ya allahbisa ngak sih manusia dunia berhati,netral
itulah knp diciptakan surga dan neraka,2,2026-03-13 21:50:27 UTC,knp diciptakan surga neraka,netral
"gak bisa, gak asik",3,2026-03-13 19:05:11 UTC,gak gak asik,netral
matane,2,2026-03-13 20:20:45 UTC,matane,netral
"kalau semua baik ngapain bikin lapas🗿, tapi percayalah semua akan baik di akhir zaman nanti😁",0,2026-03-13 19:05:00 UTC,ngapain bikin lapas percayalah zaman,netral
"aku dlu sempet mikir kayak kamu , ternyata dari seribu orang yg baik tulus jujur polos dermawan ikhlas org2 itu hanya bisa dihitung jari",12,2026-03-13 19:18:05 UTC,dlu sempet mikir kayak seribu orang yg tulus jujur polos dermawan ikhlas org dihitung jari,netral
"sebenernya semua mnusia baik,tapi dibutakan oleh uang,, apa saja yg dia lakukan asalkan ada uang,..itulah kejinya.",0,2026-03-13 21:04:25 UTC,sebenernya mnusia baiktapi dibutakan uang yg lakukan uangitulah kejinya,positif
gada polisi dong kak,0,2026-03-13 19:34:30 UTC,gada polisi kak,negatif
kalo gada polisi gada bidan juga,0,2026-03-13 19:34:57 UTC,kalo gada polisi gada bidan,negatif
sudah dijaman nabi ada orang jahat 😭,0,2026-03-13 19:34:25 UTC,dijaman nabi orang jahat,negatif
"kalo semua orang baik nanti di dunia ini gak seimbang ,dunia ini butuh orang jahat juga",0,2026-03-13 19:22:53 UTC,kalo orang dunia gak seimbang dunia butuh orang jahat,negatif
gabisa sih soalnya harus ada keseimbangan,0,2026-03-13 19:12:21 UTC,gabisa sih keseimbangan,netral
gausa naif dunia ini ga abu abu,0,2026-03-13 19:11:20 UTC,gausa naif dunia ga abu abu,netral
apa toh manfaat nya jadi orang jahat?? klu gak bisa jadi orang baik tolong lah jgn jadi orang jahat. 🥺🥺,413,2026-03-13 22:26:18 UTC,manfaat nya orang jahat klu gak orang tolong jgn orang jahat,negatif
"gak tau di balik itu semua, bisa juga orang bayaran/ orang suruhan",14,2026-03-13 22:30:46 UTC,gak tau orang bayaran orang suruhan,negatif
"Njir hahaa template buzerrr, itu pelakuu dari tni narasinya begini semuaa🤣",0,2026-03-14 10:32:50 UTC,njir hahaa template buzerrr pelakuu tni narasinya semuaa,negatif
"selama didunia pasti ada aja orang jahat😅,bahkan di akhirat aja ada kan😅",3,2026-03-13 22:31:36 UTC,didunia aja orang jahatbahkan akhirat aja,negatif
Sedih bgt sama negara ini,1391,2026-03-13 19:16:36 UTC,sedih bgt negara,netral
Yang salah rakyat nya bukan negara nya,19,2026-03-13 19:22:54 UTC,salah rakyat nya negara nya,netral
"@𝒜:Beliau aktivis HAM, kak. Beliau jg yang menggrebek saat rapat RUU TNI di Fairmont. We all know lah ya siapa pelakunya. Nggak salah kok kalau komennya bawa-bawa negara.",124,2026-03-13 19:30:05 UTC,beliau aktivis ham kak beliau jg menggrebek rapat ruu tni fairmont we all know ya pelakunya nggak salah komennya bawabawa negara,negatif
"Beliau vokal sama UU TNi yg dulu pernah kontroversial tapi maksa disahkan, masih nyalahin korban lagi ? Beliu ini memperjuangkan hak kota semua loh, masih aja disalahin",67,2026-03-13 19:56:47 UTC,beliau vokal uu tni yg kontroversial maksa disahkan nyalahin korban beliu memperjuangkan hak kota loh aja disalahin,netral
"jangan jadi defender pemerintah deh, lu tuh sebagai rakyat harusnya ikut vokal buat sesama rakyat. bukannya malah babying pemerintah mulu. hidup orang orang susah dan makin dibuat susah ya gara gara pemerintah.",23,2026-03-13 22:43:37 UTC,defender pemerintah deh lu tuh rakyat vokal rakyat babying pemerintah mulu hidup orang orang susah susah ya gara gara pemerintah,negatif
penyepong pemerintahh,12,2026-03-13 22:53:41 UTC,penyepong pemerintahh,negatif
Jgn naif bgt jd orang,10,2026-03-13 19:55:43 UTC,jgn naif bgt jd orang,netral
Pindah negara aja sana,7,2026-03-13 19:19:42 UTC,pindah negara aja,netral
"yg salah negara & pemerintanya..apa yg mau di salahin dri rakyat?
rakyat sudah menderita duitnya dikeruk sama pemerinta, alih2 bayar pajak tapi di korupsi",4,2026-03-14 04:48:39 UTC,yg salah negara pemerintanyaapa yg salahin dri rakyat rakyat menderita duitnya dikeruk pemerinta alih bayar pajak korupsi,negatif
dibayar berapa perak kak per komen🤭,3,2026-03-14 04:39:25 UTC,dibayar perak kak komen,netral
manusia sekarang gak ada naluri buat nolong bisanya ngeliatin gak langsung bawa ke rmh sakit,1,2026-03-13 23:52:24 UTC,manusia gak naluri nolong bisanya ngeliatin gak langsung bawa rmh sakit,netral
LU BISA BACA SIH P,1,2026-03-13 19:54:06 UTC,lu baca sih p,netral
lu tau ga masalah nya tuh apa?,0,2026-03-15 00:49:07 UTC,lu tau ga nya tuh,netral
"So menurut lu negara yg salah???
YA udah bubar in aja indo, ganti noh jadi antek nya Amerika, BIAR gak salah lagi",0,2026-03-15 00:51:31 UTC,so lu negara yg salah ya udah bubar in aja indo ganti noh antek nya amerika biar gak salah,netral
pemerintahnya*,6,2026-03-13 20:33:54 UTC,pemerintahnya,negatif
Yaallah jd takut pulang pergi kerja nyetir sndiri😢,49,2026-03-13 21:01:45 UTC,yaallah jd takut pulang pergi kerja nyetir sndiri,netral
"Fyi beliau adalah seorang aktivis jdi bisa diduga ada kekeselan hati dari sang pelaku penyiraman, jdi kyknya g mungkin jg org biasa nyerang org yg gk punya masalah, so keep awareness🥰",23,2026-03-13 21:08:03 UTC,fyi beliau aktivis jdi diduga kekeselan hati sang pelaku penyiraman jdi kyknya g jg org nyerang org yg gk so keep awareness,negatif
gk usah lebay lah... klu lu gk ada masalah dgn orang gk mungkin tiba2 orang nyerang lu..,1,2026-03-15 12:09:01 UTC,gk lebay klu lu gk dgn orang gk orang nyerang lu,netral
"Tenang aja, lu bukan siapa-siapa kok. Yang diserang itu aktivis yang vokal, bukan orang yang cuma sekadar pulang pergi kerja. Gak usah merasa jadi target",0,2026-03-16 01:58:49 UTC,tenang aja lu siapasiapa diserang aktivis vokal orang pulang pergi kerja gak target,netral
Kak insya Alloh aman itu mah emg di rencanain bukan yang iseng aja dan yg ngebanjur nya itu atas perintah dan dilindungi,0,2026-03-14 04:45:41 UTC,kak insya alloh aman mah emg rencanain iseng aja yg ngebanjur nya perintah dilindungi,positif
"selama kamu bukan aktivis, mau kayang subuh d tengah jalan aman...",0,2026-03-13 23:58:29 UTC,aktivis kayang subuh d jalan aman,netral
